, Tweet,TweetClean_NonPT,TweetClean_PT
2080,"Bukan no ini min, udah dapet SMS registrasi paket berhasil tapi 1 menit kemudian katanya ga terdaftar paketpic.twitter.com/uMiTkNxcms",no min dapet sms registrasi paket hasil menit,no min dapet sms registrasi paket hasil menit
2081,"@IndosatCare
 kakkkkk seriusan aku pengen unreg paket obrol harianku ga bisaaa. Sudah
 dapet sms katanya sudah dihentikan, tp masih renewal. Aku harus 
apaaa...pic.twitter.com/zTyZclJH9X",kakk seriusan renewal,kakk seriusan renewal
2082,"@IndosatCare jaringan internet indosat di srby ilang2an nih, putus nyambung, kadang gak konek blas, apakah ada perbaikan @e100ss",nih putus kadang konek,nih putus kadang konek
2083,"Untuk
 Sahabat yang berlangganan paket Yellow agar berhati hati ya - (pulsa 
kepotong padahal kuota utama masih ada) - tetap tenang, ikuti himbauan 
Customer Service @IndosatCare atau juga ikuti detail perkembangannya di akun resmi @IndosatCare. Stay safe Sahabat.",sahabat langgan ya pulsa kuota himbauan detail kembang akun,sahabat langgan ya pulsa kuota himbauan detail kembang akun
2084,"mau
 di apain juga tetap lemot signal indosat paling kalau bagus bentar aja .
 gak kaya dulu,, bisa"" pelanggan nya pada kabur move on sama operator 
lain",lemot kaya langgan nya kabur,lemot kaya langgan nya kabur
2085,"@IndosatCare
 halo kak saya pake paketan internet Yellow tapi pulsa saya kepotong, 
apa ada pengaruh dengan sinyal 3G/4G? Jadi saya harus pakai jaringan apa
 agar pulsa saya tidak terpotong? Terima kasih.",halo kak paketan internet pulsa pengaruh sinyal jaring pulsa,halo kak paketan internet pulsa pengaruh sinyal jaring pulsa
2086,"WTF nih provider, di dm baik"" kaga ada tanggapanya... kampai",,
2087,"@IndosatCare
 dear indosat,kenapa jatah kuota paketan freedom post paid sy yang 
biasanya dpt tota ±120gb/bulan. Ini cm dapat 26gb?? Sisanya kemana ya? 
Yg bonus unlimmited 4g 70gbnya kok ngilangpic.twitter.com/w2tvVNbnml",jatah kuota paketan freedom tota gb gb sisanya kemana ya,jatah kuota paketan freedom tota gb gb sisanya kemana ya
2088,"@IndosatCare
 Apa emang jadi segini speed 4g indosat dengan sinyal penuh di Malang 
Kota?? Apa ada FUP terselebung di paket internet saya?? Sudah hampir 3 
minggu seperti ini, awal awal masih dapet 10Mbpspic.twitter.com/KG0zvmEU1G",segini speed sinyal kota fup paket internet minggu dapet,segini speed sinyal kota fup paket internet minggu dapet
2089,"Saya
 juga senang min, akhirnya ga marah-marah lagi karena internet lemot 
terus sama komplen ditanggapinnya 2 hari kemudian, dan ga bakalan 
komplen lagi karena mau ganti operator. Makasih mimin maaf ngerepotin ",senang min marah marah internet komplen ditanggapinnya komplen ganti operator maaf ngerepotin,senang min marah marah internet komplen ditanggapinnya komplen ganti operator maaf ngerepotin
2090,"Min
 jaringan indosat lagi bermasalah yaa? masa kecepatannya ganyampe 15kb/s
  buka twitter aja nunggu beberapa menit, ini jadinya pakai provider 
sebelah.
lokasi Medan, padang bulan",min jaring yaa kb twitter menit provider belah lokasi medan padang,min jaring yaa kb twitter menit provider belah lokasi medan padang
2091,"@IndosatCare
 knapa saya telpon 185 gak ada opsi pilih nomer?dan terputus?saya email 
responnya cs salah pula, yang mau di unreg paket telpon bukan 
internet...yang ter unreg malah paket internet...indosat makin kesini 
makin parah,pic.twitter.com/URUafg0hUf",telpon opsi nomer putus email responnya cs,telpon opsi nomer putus email responnya cs
2092,"Hai mey, untuk bisa kamu membantu saya mohon dicek DMnya ya ^acuy",,
2093,"@IndosatCare  Kak tolong respon dm saya, soale urgent dan tlong sekali ini keluhan kak",respon kali kak,respon kali kak
2094,Pulsa tersedot 100rb mantab,pulsa rb mantab,pulsa rb mantab
2095,"@IndosatCare
 mohon lain kali lebih sopan sehari ini saya diteror info mengenai paket
 saya habisa hampir setian menit, Saya cukup diberitahu 1 atau 2 kali 
jangan setiap menit seperti ini, saya sebagai pelanggan sangat 
terganggu.pic.twitter.com/xdxvW4hoTI",sopan diteror info paket habisa setian menit kali menit langgan,sopan diteror info paket habisa setian menit kali menit langgan
2096,"@IndosatCare @IM3Ooredoo
 kak, kok aku gak bisa registrasi paket internet ya? Ini aku coba yg 
paket freedom plus 100ribu dari aplikasi my IM3 dari pagi. Tapi tiap dpt
 sms konfirmasi dibales gini muluk.. Kenapa ya? Apa udh gak ada lg paket
 itu atau begimana? Thanks ya Kak. pic.twitter.com/L8mkrcc9cc",kak registrasi paket internet ya paket freedom aplikasi pagi sms konfirmasi dibales gini muluk ya paket begimana terimakasih ya kak,kak registrasi paket internet ya paket freedom aplikasi pagi sms konfirmasi dibales gini muluk ya paket begimana terimakasih ya kak
2097,"@IndosatCare
 min, indosat sinyal jelek bgt di tmpt saya gak dapet 4g saya di daerah 
citayam. Coba tolong ditindak lanjuti lagi biar gak kecewain para 
pengguna indosat. Thx minpic.twitter.com/Q6estBABs3",min sinyal jelek banget dapet daerah citayam,min sinyal jelek banget dapet daerah citayam
2098,"@IndosatCare
 ini saya kenapa ga bisa registrasi ya? balasannya NIK sama KK saya 
salah, tapi saya sdh hubungi Dukcapil dan tdk ada masalah dngn dokumen 
saya?!",registrasi ya balas nik kk dukcapil dokumen,registrasi ya balas nik kk dukcapil dokumen
2099,"@IndosatCare Min saya dapat notif dr app Myim3 gratis berlangganan di iflix, tp kok saya play movienya malah harus berlangganan?pic.twitter.com/Zq0kbn4WnW",min dokter app gratis langgan,min dokter app gratis langgan
2100,"Saya sudah DM tapi malah ga bales, dikira 100 ribu dikit kali. Pulsa saya ga masuk masuk ya!!!!",dm bales pulsa ya,dm bales pulsa ya
2101,Buktikan pada kami(para member)!!,member,member
2102,"@IndosatCare min jaringannya teh buluk, sebuluk pacar baru mantan!!! Tapi aku cemburu-.- heuh",min buluk sebuluk cemburu,min buluk sebuluk cemburu
2103,"@IndosatCare
 
Ini maksudnya apa coba udah perpanjang otomatis pulsa masih kena potong.
 Disini bilangnya pulsa sisa 6rbu pas di cek 0 rupiah. Ulah korupsi atuh
 ceu, naha sih indosat kieu wae.... Perhatikan waktunya kak, sama-sama 
00.01

Tolong lah di perjelas.pic.twitter.com/KEZeOymhT8",perpanjang pulsa bilangnya pulsa sisa cek rupiah ulah korupsi ceu naha kak,perpanjang pulsa bilangnya pulsa sisa cek rupiah ulah korupsi ceu naha kak
2104,"Saya
 pake paket yang nomor 2, Tetapi setiap saya nonton YouTube, kuota saya 
tetap berkurang. Apa paketnya beda sama tulisan yang di atas? 
""Apps+YouTube sepuasnya"". Tetapi paket yang saya pakai masuk ke menu 
""Apps+YouTube sepuasnya"". Bagaimana ya ini? Terimakasihpic.twitter.com/fzck1uongw",kuota kah,kuota kah
2105,"@IndosatCare hai kak, kok pulsa saya bisa kepotong ya? Padahal data saya off, dan saya pakai wifi, bisa dijelaskan kenapa? Thankspic.twitter.com/ek5TUprLOr",kak pulsa ya data off wifi,kak pulsa ya data off wifi
2106,"@Indosatcare saya kecewa denganmu. Pulsa @im3ooredoo
 aku tiba2 hilang 25rb.
Pdahal kemarin blm lama aq cek masih 80rban sekarang sisa 55rban. 
Padahal aku gak ada langganan apapun. Aneh banget. Apa ini yang di sebut
 kelebihan indosat ooredoo?",pulsa rb pdahal kemarin aq cek sisa langgan,pulsa rb pdahal kemarin aq cek sisa langgan
2107,"Min
 gimana ini saya mau paketin internet gak bisa gagal terus. Udah restart
 berkali kali, cek kuota malah kesedot semua pulsanya  padahal gak ada kuoata baru yg masukpic.twitter.com/LRJ4uvGejE",min paketin internet cek kuota kesedot,min paketin internet cek kuota kesedot
2108,"Percuma
 sdh ke galeri indosat juga buat non aktifkan layanan primejoy gajelas ,
 pulsa tetap 0 rupiah padahal jarang di pake .dan sekarang dapat sms 
lagi  Semakin banyak keluhan dari konsumen tidak di gubris juga lewat 
medsos .cc @kemkominfopic.twitter.com/obMK0Ws1h0",galeri layan pulsa rupiah .dan sms konsumen gubris media,galeri layan pulsa rupiah .dan sms konsumen gubris media
2109,"@IndosatCare
 halooo, ini bukan masalah setting saya telp 185 jawabannya pemeliharaan
 jaringan data dan internet, silahkan crosscek dlu area citayam, jangan 
asal jawab",haloo atur telepon pelihara jaring data internet silah crosscek area citayam,haloo atur telepon pelihara jaring data internet silah crosscek area citayam
2110,"@IndosatCare
 min, saya mau unreg layanan primejoy, saya dr awal tdk pernah 
registrasi layanan ini dan tiba2 diperpanjang otomatis dan pulsa saya 
terpotong. Tlg bantuannya. Trm ksh",min registrasi layan diperpanjang pulsa,min registrasi layan diperpanjang pulsa
2111,@IndosatCare lagi error lagi ya? ko gabisa internetan? padahal kuota banyak,error ya ko gabisa internetan kuota,error ya ko gabisa internetan kuota
2112,@indosatCare kemaren minta data2 tapi gk dibca dan gk ada tanggapn terus ngapain minta data2. Dan sampai skrng masih lekot 2kb/s @aduanBRTI @kemkominfo @rudiantara_idpic.twitter.com/mYdEFI9Uwb,kemaren dibca tanggapn,kemaren dibca tanggapn
2113,Preeeetttt... Belum sebulan sudah 3X pulsa raib entah kemana. Di DM gak ada tanggapan !!!!,preett sebulan pulsa raib kemana dm,preett sebulan pulsa raib kemana dm
2114,"Keluhan dari kemarin,  tidak ada respons.  Sinyal Busuk!!!  Tolong cek DM",kemarin respons sinyal cek dm,kemarin respons sinyal cek dm
2115,"@IndosatCare malam min, saya mau regis paket freedom combo L lewat *123# ga ada pilihannya

Terus lewat web juga slalu error pas mau kirim kode lewat sms

Mohon bantuannya.. Terima kasihpic.twitter.com/T3djHrglMU",malam min paket freedom combo,malam min paket freedom combo
2116,perbaiki jaringan internet nya -_-,jaring internet,jaring internet
2117,Hae minn ini 4G kenapa kaga muncul sama sekali ya?? Ditambah sinyal H+ lemah syawattt,kali ya sinyal,kali ya sinyal
2118,"@IndosatCare
 sebenernya capek komplain perihal pemotongan pulsa misterius. Tapi 
penasaran, kenapa pulsa saya tinggal Rp. 51,- dari sebelumnya di hari 
jumat masih ada Rp. 950,-. Berkurangnya karena apa yah? Konten2 sudah 
diunreg seminggu yg lalu dbantu CS Loh!",capek pulsa penasaran pulsa rp jumat rp yah,capek pulsa penasaran pulsa rp jumat rp yah
2119,Katanya sahabat. Kok di dm ga bales?,sahabat,sahabat
2120,"Waktu kejadian: 6 mei
Pulsa awal: 33305
Pulsa akhir: 1
Paket yg di aktifkan : Yellow 1Gb 1000/hr
Ket: pulsa kepotong 33304
No. Hp: 085769388884
@kemkominfo @YLKI_ID",pulsa pulsa paket ket pulsa no hp kemkominfo,pulsa pulsa paket ket pulsa no hp kemkominfo
2121,Jaringan aja ga bener. DM dari pagi ga dibales diliat aja kaga nih pak @rudiantara_id @kemkominfo @YLKI_ID laporan saya tidak ditanggapi.,jaring dm pagi dibales diliat nih rudiantara lapor,jaring dm pagi dibales diliat nih rudiantara lapor
2122,"harusnya
 ngga usah pake sistem ginian. jadikan ""unreg"" ini default ke semua 
pelanggan. saya sudah muak terima sms iRing, atau spam lainnya. hentikan
 layanan PRIME yang ngga ada guna-nya itu !! Maling Pulsa !!",sistem ginian kah langgan muak layan pulsa,sistem ginian kah langgan muak layan pulsa
2123,"ibaratnya @IndosatCare
 itu adalah sebuah bank dimana nasabah (pelanggan) deposit tabungan 
(pulsa) kemudian kenapa sampai bisa pihak ketiga (penyedia layanan 
konten berbayar) bisa mengambil tabungan nasabah tanpa persetujuan 
pemilik rekening (nomor hp)? #iDONTcareinfo",bank dimana nasabah langgan deposit tabung pulsa sedia layan konten tabung nasabah milik,bank dimana nasabah langgan deposit tabung pulsa sedia layan konten tabung nasabah milik
2124,"Dari
 awal yang konsumen butuhkan itu PERLINDUNGAN MINIMAL dari pemaksaan 
berlangganan konten tidak bermutu. FILTER! Itu doang! Susah amat! Nggak 
ngerti filter? SMS konfirmasi sebelum transfer pulsa! SMS konfirmasi 
sebelum membeli paket! SMS KONFIRMASI!",konsumen lindung langgan konten mutu filter susah paham filter sms konfirmasi pulsa sms konfirmasi paket sms konfirmasi,konsumen lindung langgan konten mutu filter susah paham filter sms konfirmasi pulsa sms konfirmasi paket sms konfirmasi
2125,"Sudah beli paket, kenapa msh makan pulsa? Why?@Metro_TV @Telkomsel @myXLCarepic.twitter.com/EdGoMjePdn",paket pulsa metropolitan televisi telkomsel,paket pulsa metropolitan televisi telkomsel
2126,"Pulsa
 ke ambil terus....
Gimana nih....
Internet kagak jalan pisan udah seminggu,,,, ini mau komplen kemana? Ke 
cs harus bayar srebu, gimana mau isi pulsa, tiap udah isi langsung 
kesedot apa an tau...",pulsa kah internet jalan pisan komplen kemana kah cs srebu isi pulsa isi an,pulsa kah internet jalan pisan komplen kemana kah cs srebu isi pulsa isi an
2127,@IndosatCare internet indosat dibeberapa tempat di Cileungsi dan Gunung Putri Bogor sepertinya gangguan mohon perbaikannya,internet cileungsi gunung putri bogor mohon,internet cileungsi gunung putri bogor mohon
2128,"Apakah itu bisa untuk layanan prime?

Jawab!!!!!!",layan,layan
2129,Kenapa ya pulsa kok hilang terus setelah diisi. Pdahal ga pernah di pkek sms ato telfon kak?,ya pulsa diisi,ya pulsa diisi
2130,"Indosat
 ga care harusnya di ganti namanya. karena ga peduli sama penggunannya. 
responnya lelet, bahkan diabaikan, ga di tanggepin sama sekali.",ganti tanggepin kali,ganti tanggepin kali
2131,"Pulsa
 saya kemarin hilang 50 ribu loh... Sampe sekarang ga ada kabar 
beritanya.. Padahal ga saya gunakan buat apa2.. Sms gak.. Nelpon gak.. 
Internet juga gak. . yg layanan sms itu juga ga terdaftar.. Jadi kemana 
hilangnya pulsa saya??",pulsa kemarin loh kabar sms nelpon internet layan sms daftar,pulsa kemarin loh kabar sms nelpon internet layan sms daftar
2132,"@IndosatCare Halo, saya sudah topup pulsa dan dikonfirmasi lewat sms, tapi waktu dicek pulsa masih belum bertambah. Thx.",halo topup pulsa dikonfirmasi sms dicek pulsa thanks,halo topup pulsa dikonfirmasi sms dicek pulsa thanks
2133,Di Rengasdengklok masih lemot:))),,
2134,lain x liat waktu kalo mau pemeliharaan jaringan.. tengah malem jam 2 jam 3.. ini malah di jam sibuk dan aktif..,pelihara jaring malem jam jam jam sibuk,pelihara jaring malem jam jam jam sibuk
2135,Knapa ya tadi gangguan? Kirain hati saya yang rusak hehe,ya hati hehe,ya hati hehe
2136,"Apa sih indosat sekarang jelek bgt layanannya.komplain susah,sinyal susah,trf pulsa susah..pokoknya serba susah",jelek banget sinyal susah trf pulsa,jelek banget sinyal susah trf pulsa
2137,Sinyalku 4g kirim wasap delay terus gmn ini?,sinyalku,sinyalku
2138,"Di
 Garut udah nyala. Harusnya ada kompensasi Min, untung Saya cuma butuh 
buat Twitteran doang, takutnya ada beberapa orang yang urusan pentingnya
 ikut terganggu cuma gara2 ada gangguan jaringan indosat. Hampir 5 jam 
lagi :(",nyala kompensasi min untung twitteran takutnya manusia gara-gara jaring jam,nyala kompensasi min untung twitteran takutnya manusia gara-gara jaring jam
2139,"Tadinya, saya mau pesen gojek untuk balik ke rumah (mantan) gebetan, biar sepakat buat baikan.
Tapi ternyata ga ada sinyal, dan ga jadi.
Mungkin errornya sinyal Indosat adalah pertanda bahwa saya harus nyari yang baru",gojek kah rumah gebetan nyata sinyal errornya sinyal tanda,gojek kah rumah gebetan nyata sinyal errornya sinyal tanda
2140,"udah
 mah dipusingkan dengan registrasi 4444 hampir semua operator susah 
registrasi ditambah inet gangguan duh parahhhh dunia operator sekarang 
jangarr bos ah!",registrasi operator susah registrasi inet parahh dunia operator jangarr bos,registrasi operator susah registrasi inet parahh dunia operator jangarr bos
2141,"Mau
 ngasih saran aja nih buat indosat, kalau emang ada pemeliharaan tolong 
diberitahukan kepada konsumen agar konsumen tidak panik, dan kalau emang
 berkala coba diberitahu kapan saja pemeliharaan akan dilakukan dan 
kapan sekiranya selesai... Terimakasih sebelumnya",ngasih saran nih pelihara konsumen konsumen pelihara,ngasih saran nih pelihara konsumen konsumen pelihara
2142,"gausah ya manggil2 sahabat kalo kamu nusuk dari belakang, dosat. kita kemusuhan.",ya sahabat dosat kemusuhan,ya sahabat dosat kemusuhan
2143,"cepetan dong,  kasian istri saya mau internetan aja jd pke hospot tsel saya...
kuota sya lama2 bisa abis ni",cepetan kasian istri internetan kuota,cepetan kasian istri internetan kuota
2144,pantesan aku ndak bisa buka WA ndak bisa buka twitter..ini ja bisa OL karna pake wifi,pantesan wa twitter ja karna wifi,pantesan wa twitter ja karna wifi
2145,"Kalo
 emang pemeliharaan jaringan bodoh sekali dilakukan di jam² segini, 
kenapa tidak dijam² pada saat orang tidak terlalu banyak menggunakan 
akses data contohnya pada malam hari, pelanggan KECEWA  *Tweet ini ditulis menggunakan wifi poskamling.",pelihara jaring bodoh kali segini manusia akses data contohnya malam langgan kecewa tweet ditulis wifi,pelihara jaring bodoh kali segini manusia akses data contohnya malam langgan kecewa tweet ditulis wifi
2146,"Dear Indosat, jaringan internetnya sudah berfungsi normal kembali! Terimakasih atas tanggapan dan perbaikannya :)!",internetnya fungsi,internetnya fungsi
2147,"Ih
 kasih info dulu dong kalo mau pelihara jaringan, promosi aja tiap jam 
kirim sms giliran maintenance tiba tiba aja sinyal lost. Gimana sehhh 
dikira w gapunya planning dlm hidup apa!!!",kasih info pelihara jaring promosi jam hidup,kasih info pelihara jaring promosi jam hidup
2148,"@IndosatCare
 harusnya ada pemberitahuan atau maintenance malem hari, kalo begini 
orang lagi kerja yang butuh internet jadi terbengkalai, kecewa banget 
ama im3, udah lemot beli paket ratusan ribu sama aja, ga lagi-lagi pake 
im3 klo begini, ngakunya aja raja internet, taunya busukk",manusia kerja internet bengkalai kecewa banget lemot paket ngakunya raja internet,manusia kerja internet bengkalai kecewa banget lemot paket ngakunya raja internet
2149,"Lain
 kali kalo ada gangguan bilang aja, ga usah sok²an ngasih saran buat 
setting ini itu. Gangguan/kesalahan ada di server situ, bukan di hp 
customer.",kali bilang ngasih saran atur ganggu,kali bilang ngasih saran atur ganggu
2150,Minta dibikinin kaos #2019GANTIOPERATOR nih kayaknya ,dibikinin kaos,dibikinin kaos
2151,"lebih
 jelas lagi dong kak gangguan smp jamberapa banyak pelanggan yang 
dirugikan kalo masih seperti ini, bagaimana bisa lebih nyaman ini bukan 
kali pertama indosat gangguan internet. sampai saya juga tidak bisa 
menghubungi call center, terimakasih atas kebijakan yg merugikannya",smp langgan nyaman kali internet call center terimakasih bijak,smp langgan nyaman kali internet call center terimakasih bijak
2152,Elah lu merugikan netijenn!!!!,elah netijenn,elah netijenn
2153,Taeeeee. Cepetan anjeeeeeng gue lg push raaaaank.,cepetan anjeeng push raank,cepetan anjeeng push raank
2154,@IndosatCare indosat area bandung sedang gangguan masal kah?,area bandung masal,area bandung masal
